,PrimaryColor,PrimaryBreed,IntakeInternalStatus,ReproductiveStatusAtIntake,BreedCategory,Pet_age_category,BinaryOutcome,Sex
5159,BLACK,RAT TERRIER,NORMAL,ALTERED,Mix,Adult,Take,Female
5169,BLACK,ROTTWEILER,NORMAL,ALTERED,Pure,Young,Take,Male
5174,FAWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
5192,GOLD,GOLDEN RETRIEVER,NORMAL,ALTERED,Pure,Adult,Deny,Male
5196,BROWN,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Female
5199,BLACK,BEAGLE,SICK,UNKNOWN,Mix,Adult,Deny,Male
5200,RED,CHIHUAHUA - LONG HAIRED,SICK,FERTILE,Mix,Adult,Deny,Female
5202,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
5203,RED,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
5219,RED,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Baby,Deny,Male
5244,WHITE,PIT BULL TERRIER,OTHER,FERTILE,Pure,Adult,Deny,Male
5256,BLACK,ROTTWEILER,SICK,FERTILE,Pure,Baby,Deny,Male
5285,GOLD,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Baby,Deny,Female
5336,BROWN,FOX TERRIER - SMOOTH,NORMAL,ALTERED,Mix,Senior,Take,Female
5358,RED,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
5359,BROWN,LABRADOR RETRIEVER,AGGRESSIVE,FERTILE,Mix,Young,Deny,Male
5361,BLACK,BLACK AND TAN COONOUND,NORMAL,ALTERED,Pure,Adult,Take,Male
5369,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Two,Adult,Deny,Female
5385,RED,CHINESE SHARPEI,AGED,FERTILE,Two,Senior,Deny,Female
5387,BLACK,PIT BULL TERRIER,NURSING,FERTILE,Pure,,Deny,Female
5398,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Pure,Adult,Take,Female
5403,BROWN,BOXER,NURSING,FERTILE,Pure,Baby,Deny,Female
5460,BROWN,PIT BULL TERRIER,NURSING,FERTILE,Pure,,Deny,Male
5471,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Male
5480,BROWN,BOXER,SICK,FERTILE,Mix,Young,Deny,Male
5481,RED,PIT BULL TERRIER,DEAD,FERTILE,Pure,Senior,Deny,Male
5485,RED,CHOW CHOW,NORMAL,ALTERED,Pure,Senior,Deny,Male
5506,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Baby,Deny,Male
5510,BLACK,ROTTWEILER,FEARFUL,FERTILE,Mix,Adult,Deny,Male
5516,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Deny,Male
5518,BROWN,AKITA,NORMAL,FERTILE,Pure,Young,Deny,Female
5520,BLUE,PIT BULL TERRIER,NURSING,FERTILE,Pure,,Deny,Male
5525,WHITE,DALMATIAN,NORMAL,FERTILE,Mix,Young,Deny,Male
5567,BROWN,AMERICAN PIT BULL TERRIER,INJURED,FERTILE,Mix,Adult,Deny,Male
5621,RED,BASSET HOUND,NORMAL,ALTERED,Pure,Young,Deny,Female
5659,WHITE,GREAT PYRENEES,NORMAL,ALTERED,Pure,Adult,Deny,Male
5675,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Adult,Deny,Female
5690,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Baby,Take,Female
5779,GRAY,ALASKAN HUSKY,NORMAL,ALTERED,Pure,Adult,Deny,Female
5791,BLACK,SIBERIAN HUSKY,NORMAL,ALTERED,Pure,Senior,Deny,Female
5793,FAWN,PIT BULL TERRIER,NURSING,FERTILE,Pure,,Deny,Female
5795,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Female
5799,BLUE MERLE,AUSTRALIAN CATTLE DOG,NORMAL,FERTILE,Pure,Adult,Deny,Male
5801,WHITE,COLLIE - ROUGH,NORMAL,FERTILE,Pure,Adult,Deny,Male
5802,BLACK,CHOW CHOW,AGGRESSIVE,ALTERED,Two,Senior,Deny,Male
5804,TRICOLOR,PEKINGESE,INJURED,FERTILE,Mix,Senior,Deny,Female
5805,TRICOLOR,BEAGLE,AGED,FERTILE,Pure,Senior,Deny,Female
5807,BLACK,SIBERIAN HUSKY,NURSING,UNKNOWN,Mix,,Deny,Male
5808,BROWN,BOXER,NORMAL,FERTILE,Mix,Baby,Deny,Male
5812,BROWN,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Two,Adult,Deny,Female
5813,BLACK,BORDER COLLIE,AGED,ALTERED,Two,Senior,Deny,Female
5815,TRICOLOR,BEAGLE,NORMAL,ALTERED,Pure,Adult,Take,Male
5819,CREAM,OTTERHOUND,NORMAL,FERTILE,Mix,Young,Deny,Female
5823,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Pure,Adult,Deny,Male
5842,BLACK,SIBERIAN HUSKY,DEAD,FERTILE,Pure,Young,Deny,Female
5930,GRAY,POODLE - STANDARD,AGED,FERTILE,Two,Senior,Deny,Female
5937,BLACK,BASSET HOUND,SICK,FERTILE,Pure,Senior,Deny,Female
5952,WHITE,CHIHUAHUA - SMOOTH COATED,AGED,FERTILE,Pure,Senior,Deny,Female
5957,BROWN,COCKER SPANIEL,AGGRESSIVE,ALTERED,Pure,Young,Deny,Female
5960,BLACK,ROTTWEILER,NORMAL,ALTERED,Pure,Young,Take,Male
5961,BLUE,DOBERMAN PINSCHER,NORMAL,ALTERED,Mix,Baby,Take,Male
5968,TRICOLOR,BEAGLE,NORMAL,FERTILE,Mix,Adult,Deny,Male
5969,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Young,Deny,Male
5998,CHOCOLATE,LABRADOR RETRIEVER,DEAD,FERTILE,Pure,Adult,Deny,Male
6006,BLACK,MINIATURE PINSCHER,NORMAL,ALTERED,Pure,Young,Take,Male
6007,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
6009,BLACK,CHOW CHOW,FEARFUL,ALTERED,Two,Adult,Deny,Female
6011,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Male
6012,GRAY,SHIH TZU,DEAD,FERTILE,Pure,Adult,Deny,Male
6015,WHITE,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Adult,Deny,Male
6018,WHITE,CHOW CHOW,NURSING,UNKNOWN,Mix,Baby,Deny,Male
6020,WHITE,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Male
6038,RED,BLOODHOUND,NORMAL,FERTILE,Pure,Adult,Deny,Male
6039,BROWN,PARSON (JACK) RUSSELL TERRIER,NORMAL,ALTERED,Mix,Baby,Take,Male
6043,BLUE MERLE,BEAGLE,SICK,FERTILE,Pure,Adult,Deny,Female
6045,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Young,Deny,Male
6046,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
6056,BLACK,DALMATIAN,NORMAL,FERTILE,Mix,Young,Deny,Male
6059,CHOCOLATE,LABRADOR RETRIEVER,INJURED,FERTILE,Pure,Young,Deny,Male
6063,BROWN,BOXER,NORMAL,FERTILE,Two,Baby,Deny,Female
6065,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Baby,Deny,Female
6066,BROWN BRINDLE,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
6067,BLACK,FINNISH SPITZ,NORMAL,ALTERED,Mix,Baby,Take,Female
6068,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
6069,BROWN,AMERICAN PIT BULL TERRIER,SICK,FERTILE,Mix,Adult,Deny,Female
6071,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
6093,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
6099,BLACK,BORDER COLLIE,NORMAL,FERTILE,Two,Young,Deny,Male
6100,BLACK,BASSET HOUND,NORMAL,FERTILE,Mix,Young,Deny,Male
6102,BLUE,PIT BULL TERRIER,NURSING,FERTILE,Pure,,Deny,Male
6104,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
6105,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Young,Deny,Male
6106,BROWN,CHOW CHOW,NORMAL,FERTILE,Mix,Adult,Deny,Male
6107,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,,Deny,Male
6115,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Female
6131,WHITE,AMERICAN BULLDOG,NORMAL,FERTILE,Two,Adult,Deny,Male
6133,CHOCOLATE,CHOW CHOW,NURSING,UNKNOWN,Mix,Baby,Deny,Male
6134,WHITE,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Two,Baby,Deny,Male
6137,BLACK,LABRADOR RETRIEVER,DEAD,FERTILE,Two,Young,Deny,Female
6144,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Pure,Adult,Deny,Female
6176,TAN,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Pure,Adult,Deny,Male
6190,WHITE,PHARAOH HOUND,NORMAL,ALTERED,Mix,Adult,Deny,Male
6197,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Female
6199,GRAY,AUSTRALIAN SHEPHERD,DEAD,FERTILE,Pure,Senior,Deny,Male
6201,BLACK,SCHNAUZER - MINIATURE,AGGRESSIVE,ALTERED,Two,Senior,Deny,Female
6211,BLACK,SCHNAUZER - MINIATURE,NORMAL,FERTILE,Mix,Adult,Deny,Male
6220,BLACK,BEAGLE,NORMAL,FERTILE,Pure,Baby,Take,Female
6302,BLACK BRINDLE,NEWFOUNDLAND,EMACIATED,FERTILE,Mix,Baby,Deny,Male
6307,YELLOW,GERMAN SHEPHERD DOG,AGGRESSIVE,FERTILE,Mix,Adult,Deny,Male
6311,BROWN BRINDLE,MASTIFF,NORMAL,ALTERED,Pure,Adult,Take,Female
6320,RED,DACHSHUND,FEARFUL,FERTILE,Pure,Senior,Deny,Female
6323,WHITE,AKITA,NORMAL,FERTILE,Pure,Adult,Deny,Male
6324,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Young,Deny,Male
6326,TRICOLOR,BASSET HOUND,NORMAL,ALTERED,Two,Adult,Deny,Female
6332,BROWN,SHETLAND SHEEPDOG,NORMAL,ALTERED,Mix,Adult,Deny,Male
6357,WHITE,RAT TERRIER,INJURED,FERTILE,Pure,Adult,Deny,Male
6362,TAN,COLLIE - SMOOTH,NORMAL,UNKNOWN,Mix,Baby,Deny,Male
6367,BROWN,GERMAN SHEPHERD DOG,AGGRESSIVE,FERTILE,Two,Young,Deny,Male
6368,FAWN,BOXER,NORMAL,ALTERED,Pure,Adult,Deny,Male
6401,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Two,Adult,Deny,Male
6418,WHITE,AUSTRALIAN SHEPHERD,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Female
6435,BROWN,PIT BULL TERRIER,FEARFUL,FERTILE,Pure,Young,Deny,Male
6436,BLACK,POINTER,NORMAL,ALTERED,Mix,,Take,Male
6442,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Deny,Female
6444,BLACK,FOX TERRIER - WIREHAIRED,NORMAL,FERTILE,Mix,Baby,Take,Male
6445,TAN,DACHSHUND,NORMAL,FERTILE,Mix,Baby,Deny,Male
6451,BLACK,BEAGLE,AGED,ALTERED,Mix,Senior,Deny,Female
6452,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Adult,Deny,Female
6453,BROWN,BOXER,NORMAL,ALTERED,Pure,Young,Take,Male
6455,CREAM,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Senior,Deny,Male
6458,RED,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Female
6459,BLACK,LABRADOR RETRIEVER,AGED,FERTILE,Pure,Senior,Deny,Male
6462,GRAY,SHIH TZU,NORMAL,ALTERED,Pure,Senior,Take,Female
6464,BLACK,BEAGLE,NORMAL,ALTERED,Mix,Young,Take,Female
6465,WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,ALTERED,Two,Adult,Deny,Female
6486,BLACK BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
6489,BLACK,DOBERMAN PINSCHER,DEAD,FERTILE,Mix,Young,Deny,Male
6490,BLACK,ROTTWEILER,AGED,FERTILE,Pure,Senior,Deny,Male
6494,WHITE,POODLE - MINIATURE,AGED,FERTILE,Pure,Senior,Deny,Male
6502,BLACK BRINDLE,PIT BULL TERRIER,SICK,FERTILE,Pure,Baby,Deny,Female
6505,RED,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Mix,Young,Deny,Female
6513,BROWN,ROTTWEILER,NORMAL,FERTILE,Two,Young,Deny,Male
6514,BROWN BRINDLE,BOXER,NORMAL,ALTERED,Two,Adult,Take,Male
6515,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
6517,WHITE,GREAT PYRENEES,NORMAL,ALTERED,Pure,,Deny,Female
6527,BROWN,AMERICAN STAFFORDSHIRE TERRIER,EMACIATED,FERTILE,Pure,Young,Deny,Male
6548,BLACK,GERMAN SHEPHERD DOG,AGED,FERTILE,Mix,Senior,Deny,Female
6549,BROWN,CHOW CHOW,NORMAL,FERTILE,Mix,Adult,Deny,Male
6579,BROWN,PIT BULL TERRIER,FEARFUL,FERTILE,Mix,Young,Deny,Female
6586,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Two,Young,Deny,Male
6602,BROWN,GERMAN SHEPHERD DOG,DEAD,FERTILE,Mix,Adult,Deny,Male
6605,WHITE,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Adult,Take,Female
6609,BLACK,CHOW CHOW,NORMAL,ALTERED,Pure,Senior,Deny,Female
6615,BLACK,AUSTRALIAN SHEPHERD,NORMAL,ALTERED,Pure,Adult,Deny,Male
6637,BLACK,POODLE - STANDARD,NORMAL,ALTERED,Mix,Young,Take,Male
6640,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
6647,BLACK,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Mix,Baby,Deny,Female
6648,BLACK,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Mix,Baby,Deny,Female
6649,BLACK,COCKER SPANIEL,DEAD,FERTILE,Mix,Senior,Deny,Female
6650,BROWN,BOXER,NORMAL,ALTERED,Mix,Adult,Deny,Female
6658,TAN,LABRADOR RETRIEVER,AGGRESSIVE,FERTILE,Mix,Adult,Deny,Male
6667,BLACK,DACHSHUND,FEARFUL,FERTILE,Pure,Adult,Deny,Female
6671,CREAM,AKITA,AGED,ALTERED,Pure,Senior,Deny,Male
6672,BROWN,BEAGLE,FEARFUL,ALTERED,Mix,Young,Deny,Female
6694,BLACK,ROTTWEILER,AGED,ALTERED,Pure,Senior,Deny,Male
6698,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
6706,BLACK BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Male
6718,BLACK,PIT BULL TERRIER,SICK,FERTILE,Pure,Adult,Deny,Male
6720,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Adult,Deny,Male
6724,TAN,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Adult,Deny,Male
6729,BROWN,BORDER COLLIE,NORMAL,ALTERED,Two,Young,Take,Female
6743,WHITE,ENGLISH SETTER,AGED,ALTERED,Pure,Senior,Deny,Female
6744,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Baby,Deny,Male
6755,BLACK,DOBERMAN PINSCHER,NORMAL,ALTERED,Pure,Young,Take,Male
6788,BROWN,BELGIAN MALINOIS,NORMAL,ALTERED,Mix,Young,Deny,Female
6804,BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Young,Take,Female
6806,BROWN BRINDLE,BOXER,NURSING,FERTILE,Pure,Baby,Deny,Male
6827,BLACK,LABRADOR RETRIEVER,SICK,FERTILE,Mix,Young,Deny,Female
6829,RED,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Male
6831,RED,POMERANIAN,NORMAL,ALTERED,Pure,Adult,Deny,Male
6836,BLACK,ROTTWEILER,AGGRESSIVE,ALTERED,Pure,Senior,Deny,Male
6857,WHITE,BICHON FRISE,NORMAL,ALTERED,Two,Adult,Take,Male
6864,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Adult,Deny,Male
6865,CHOCOLATE,LABRADOR RETRIEVER,SICK,FERTILE,Pure,Adult,Deny,Female
6868,WHITE,BORDER TERRIER,NORMAL,ALTERED,Mix,Young,Deny,Female
6872,BLACK,BEAGLE,NORMAL,FERTILE,Mix,Adult,Deny,Female
6878,FAWN,BOXER,SICK,FERTILE,Pure,Senior,Deny,Male
6880,YELLOW,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Baby,Take,Female
6882,BLACK,MIX,AGED,ALTERED,Pure,Senior,Deny,Female
6883,BLACK,BEAGLE,NURSING,ALTERED,Pure,Young,Take,Male
6884,RED,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Male
6889,BLACK,BORDER COLLIE,FEARFUL,ALTERED,Mix,Adult,Deny,Male
6892,BLONDE,MIX,AGED,ALTERED,Pure,Senior,Deny,Female
6893,TAN,BOXER,AGGRESSIVE,ALTERED,Two,Adult,Deny,Male
6894,GOLD,YORKSHIRE TERRIER,NORMAL,FERTILE,Pure,Senior,Deny,Female
6929,BROWN,AMERICAN PIT BULL TERRIER,DEAD,FERTILE,Pure,Adult,Deny,Male
6975,BLACK,COLLIE - SMOOTH,NORMAL,ALTERED,Mix,Senior,Deny,Male
6976,WHITE,RAT TERRIER,NORMAL,FERTILE,Two,Senior,Deny,Male
6979,TRICOLOR,AMERICAN FOXHOUND,NORMAL,FERTILE,Two,Young,Deny,Male
6980,RED,GOLDEN RETRIEVER,NORMAL,FERTILE,Mix,Young,Take,Female
6982,BLACK,PIT BULL TERRIER,NURSING,FERTILE,Mix,,Deny,Female
6984,TAN,STAFFORDSHIRE BULL TERRIER,OTHER,FERTILE,Pure,Young,Deny,Female
6985,WHITE,BEAGLE,DEAD,FERTILE,Mix,Adult,Deny,Female
6987,BROWN,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Male
6995,CREAM,AMERICAN PIT BULL TERRIER,AGGRESSIVE,FERTILE,Two,Adult,Deny,Male
7004,BLACK,GERMAN SHEPHERD DOG,INJURED,FERTILE,Mix,Senior,Deny,Female
7008,BLACK,CHIHUAHUA - LONG HAIRED,NORMAL,ALTERED,Mix,Young,Deny,Male
7032,WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Female
7073,WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,ALTERED,Pure,Young,Take,Male
7079,BLUE,STAFFORDSHIRE BULL TERRIER,NORMAL,ALTERED,Two,Baby,Take,Female
7089,BLACK,LABRADOR RETRIEVER,AGED,FERTILE,Pure,Senior,Deny,Female
7099,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Female
7103,BLACK,BORDER COLLIE,NORMAL,ALTERED,Pure,Adult,Take,Female
7125,WHITE,AMERICAN BULLDOG,PREGNANT,FERTILE,Pure,Adult,Deny,Female
7134,TRICOLOR,BEAGLE,NORMAL,ALTERED,Pure,Adult,Take,Female
7140,BROWN,GERMAN SHEPHERD DOG,AGED,FERTILE,Pure,Senior,Deny,Female
7149,BROWN,PIT BULL TERRIER,EMACIATED,ALTERED,Pure,Young,Deny,Female
7150,TAN,LABRADOR RETRIEVER,FEARFUL,FERTILE,Two,Young,Deny,Female
7160,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
7175,BLACK,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Female
7195,BROWN,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Baby,Take,Male
7228,BROWN,ALASKAN MALAMUTE,NORMAL,ALTERED,Mix,Baby,Take,Male
7231,RED,CHOW CHOW,AGED,FERTILE,Pure,Senior,Deny,Male
7232,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Male
7237,BROWN,AMERICAN STAFFORDSHIRE TERRIER,DEAD,FERTILE,Mix,Senior,Deny,Male
7243,BROWN,BEAGLE,SICK,FERTILE,Pure,Young,Deny,Male
7256,YELLOW,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Young,Take,Female
7260,BLACK BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Female
7267,BLACK,ROTTWEILER,OBESE,ALTERED,Two,Adult,Deny,Female
7278,GOLD,BEAGLE,NORMAL,ALTERED,Two,Young,Take,Male
7286,WHITE,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Male
7294,BLACK,OLD ENGLISH SHEEPDOG,NORMAL,FERTILE,Mix,Adult,Deny,Male
7379,BROWN BRINDLE,MASTIFF,NORMAL,ALTERED,Pure,Young,Deny,Male
7380,BLACK,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Male
7401,WHITE,COCKER SPANIEL,AGED,ALTERED,Two,Senior,Deny,Male
7406,BLACK,COCKER SPANIEL,NORMAL,ALTERED,Pure,Adult,Take,Male
7410,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Deny,Male
7429,WHITE,AMERICAN ESKIMO,AGED,ALTERED,Pure,Senior,Deny,Female
7441,BUFF,COCKER SPANIEL,NORMAL,ALTERED,Mix,Senior,Deny,Female
7445,BLACK,CAIRN TERRIER,NORMAL,ALTERED,Mix,Baby,Take,Female
7454,BLACK,ALASKAN MALAMUTE,NORMAL,ALTERED,Pure,Senior,Deny,Male
7467,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Deny,Male
7472,TRICOLOR,SHIH TZU,NORMAL,ALTERED,Pure,Adult,Take,Male
7473,BROWN,CHOW CHOW,NORMAL,FERTILE,Two,Baby,Deny,Female
7477,BLACK,LABRADOR RETRIEVER,FEARFUL,FERTILE,Mix,Baby,Deny,Female
7478,SILVER,SIBERIAN HUSKY,NORMAL,ALTERED,Mix,Young,Take,Female
7479,TRICOLOR,BEAGLE,NORMAL,FERTILE,Pure,Young,Deny,Female
7483,BLACK,BEAGLE,NORMAL,ALTERED,Mix,Baby,Take,Female
7492,BROWN,SHIH TZU,DEAD,FERTILE,Pure,Adult,Deny,Female
7494,WHITE,JACK RUSS TER,SICK,FERTILE,Mix,Baby,Deny,Male
7508,TRICOLOR,ST BERNARD - ROUGH COATED,NORMAL,ALTERED,Two,Adult,Deny,Male
7510,BLACK,BLOODHOUND,NORMAL,ALTERED,Two,Baby,Deny,Male
7511,BLACK,PIT BULL TERRIER,INJURED,FERTILE,Pure,Adult,Deny,Male
7512,WHITE,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
7517,RED,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Senior,Deny,Female
7521,BLACK,YORKSHIRE TERRIER,AGED,FERTILE,Pure,Senior,Deny,Male
7527,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Male
7528,APRICOT,POODLE - MINIATURE,NORMAL,ALTERED,Pure,Senior,Deny,Male
7531,GRAY,IRISH WOLFHOUND,NORMAL,ALTERED,Mix,Adult,Take,Male
7534,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Adult,Deny,Female
7542,BROWN,CHOW CHOW,PREGNANT,FERTILE,Pure,Adult,Deny,Female
7543,BLACK,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Two,Young,Deny,Male
7547,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
7549,BLACK,TREEING CUR,NORMAL,FERTILE,Two,Young,Deny,Male
7550,BLACK,DANDIE DINMONT TERRIER,NORMAL,ALTERED,Mix,Baby,Take,Male
7563,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Male
7566,BLACK,CHOW CHOW,AGGRESSIVE,FERTILE,Two,Adult,Deny,Male
7567,TAN,PIT BULL TERRIER,FEARFUL,FERTILE,Pure,Baby,Deny,Male
7574,BROWN,CHOW CHOW,NORMAL,ALTERED,Mix,Baby,Take,Female
7621,BROWN BRINDLE,LABRADOR RETRIEVER,SICK,ALTERED,Two,Baby,Take,Male
7645,WHITE,BOXER,SICK,ALTERED,Pure,Senior,Deny,Male
7652,FAWN,PUG,AGED,FERTILE,Pure,Senior,Deny,Male
7658,BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Mix,Young,Deny,Male
7661,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Senior,Deny,Male
7664,BROWN,GERMAN SHEPHERD DOG,FEARFUL,FERTILE,Mix,Young,Deny,Female
7673,WHITE,PIT BULL TERRIER,AGED,FERTILE,Pure,Senior,Deny,Female
7675,TRICOLOR,JACK RUSS TER,SICK,FERTILE,Two,Baby,Deny,Female
7688,WHITE,HAVANESE,NORMAL,ALTERED,Mix,Adult,Deny,Male
7698,WHITE,AMERICAN BULLDOG,FEARFUL,ALTERED,Pure,Adult,Take,Male
7705,BLUE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
7708,BLACK,GERMAN SHEPHERD DOG,AGED,FERTILE,Mix,Senior,Deny,Male
7729,CHOCOLATE,CHOW CHOW,NURSING,UNKNOWN,Mix,Baby,Deny,Male
7731,WHITE,BEAGLE,NORMAL,ALTERED,Pure,Young,Take,Male
7736,WHITE,JACK RUSS TER,AGED,FERTILE,Mix,Senior,Deny,Female
7743,WHITE,ST BERNARD - SMOOTH COATED,NORMAL,ALTERED,Pure,Baby,Take,Male
7754,WHITE,PIT BULL TERRIER,SICK,FERTILE,Pure,Baby,Deny,Female
7764,BROWN,COLLIE - SMOOTH,NORMAL,ALTERED,Mix,Young,Take,Female
7766,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Male
7769,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
7772,TAN,MASTIFF,DEAD,ALTERED,Pure,Adult,Deny,Male
7776,BLACK,PUG,NORMAL,FERTILE,Pure,Adult,Deny,Female
7777,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
7782,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Deny,Female
7797,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Female
7804,BROWN,DOBERMAN PINSCHER,NORMAL,ALTERED,Mix,Young,Take,Male
7838,TRICOLOR,BEAGLE,NORMAL,ALTERED,Two,Adult,Take,Male
7841,RED,BEAGLE,INJURED,FERTILE,Mix,Adult,Deny,Male
7846,BLACK,MINIATURE PINSCHER,NORMAL,ALTERED,Two,Young,Deny,Male
