PrimaryColor,PrimaryBreed,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeType,AgeInMonths,DurationInShelter,BreedCategory,Pet_age_category,Binary_outcome,Sex,pet_id
TRICOLOR,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,24.33,-261.0,Mix,Adult,Take,Male,68
BUFF,AMERICAN STAFFORDSHIRE TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,76.87,0.0,Pure,Adult,Deny,Male,69
BLACK,SCHNAUZER - MINIATURE,NORMAL,HEALTHY,ALTERED,ADOPTION,36.53,-76.0,Two,Adult,Take,Female,70
BLACK,PIT BULL TERRIER,INJURED,HEALTHY,FERTILE,EUTH,12.17,-287.0,Pure,Young,Deny,Male,71
TAN,LABRADOR RETRIEVER,AGED,TREATABLE/MANAGEABLE,FERTILE,EUTH,182.63,0.0,Mix,Senior,Deny,Female,72
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,15.6,33.0,Pure,Young,Take,Female,73
BROWN,GREAT DANE,NORMAL,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,146.1,0.0,Pure,Senior,Deny,Female,74
BLACK,CHOW CHOW,FEARFUL,HEALTHY,FERTILE,EUTH,11.9,182.0,Mix,Young,Deny,Female,75
CHOCOLATE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,18.2,132.0,Pure,Young,Deny,Male,76
BROWN,PIT BULL TERRIER,DEAD,HEALTHY,FERTILE,DISPOSAL,219.17,0.0,Two,Senior,Deny,Female,77
BROWN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,11.93,-230.0,Pure,Young,Deny,Male,78
BLACK,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,ALTERED,ADOPTION,5.8,-22.0,Mix,Baby,Take,Male,79
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,EUTH,11.87,-44.0,Mix,Young,Deny,Male,80
GRAY,WEIMARANER,NORMAL,HEALTHY,ALTERED,EUTH,74.47,-219.0,Pure,Adult,Deny,Female,81
TRICOLOR,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,2.03,8.0,Mix,Baby,Take,Male,82
BLACK,RAT TERRIER,NORMAL,HEALTHY,ALTERED,TRANSFER,18.93,13.0,Two,Young,Deny,Male,83
TAN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,UNKNOWN,EUTH,24.1,8.0,Mix,Adult,Deny,Male,84
BLACK,ROTTWEILER,AGED,TREATABLE/MANAGEABLE,FERTILE,EUTH,133.93,0.0,Pure,Senior,Deny,Male,85
GRAY,DOBERMAN PINSCHER,NORMAL,HEALTHY,ALTERED,EUTH,48.7,-102.0,Pure,Adult,Deny,Female,86
BLACK,PIT BULL TERRIER,DEAD,HEALTHY,FERTILE,EUTH,8.07,0.0,Pure,Young,Deny,Male,87
WHITE,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,TRANSFER,0.13,-53.0,Two,Baby,Deny,Female,88
BLACK,ROTTWEILER,DEAD,HEALTHY,FERTILE,EUTH,6.13,0.0,Pure,Young,Deny,Male,89
TRICOLOR,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,0.1,38.0,Pure,Baby,Take,Female,90
BROWN,MASTIFF,NORMAL,HEALTHY,FERTILE,EUTH,24.37,223.0,Two,Adult,Deny,Male,91
BLACK,PIT BULL TERRIER,EMACIATED,HEALTHY,FERTILE,DIED,0.5,1.0,Pure,Baby,Deny,Male,92
BLACK,SHIH TZU,NORMAL,HEALTHY,ALTERED,ADOPTION,21.8,-171.0,Pure,Young,Take,Female,93
TRICOLOR,SIBERIAN HUSKY,FEARFUL,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,12.17,0.0,Mix,Young,Deny,Female,94
BLACK,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,4.03,3.0,Pure,Baby,Deny,Female,95
CREAM,FINNISH SPITZ,NORMAL,HEALTHY,ALTERED,ADOPTION,24.07,-130.0,Mix,Adult,Take,Male,96
BROWN,ROTTWEILER,AGED,TREATABLE/MANAGEABLE,FERTILE,EUTH,133.9,0.0,Pure,Senior,Deny,Male,97
BLACK,GERMAN SHEPHERD DOG,FEARFUL,HEALTHY,FERTILE,EUTH,24.17,29.0,Two,Adult,Deny,Female,98
BUFF,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,NO SHOW,121.77,110.0,Two,Senior,Deny,Female,99
BROWN BRINDLE,BOXER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,12.17,0.0,Mix,Young,Deny,Male,100
BROWN,BOXER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,-21.0,Mix,Young,Deny,Male,101
TRICOLOR,PARSON (JACK) RUSSELL TERRIER,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,146.1,5.0,Two,Senior,Deny,Female,102
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,8.1,1.0,Mix,Young,Deny,Female,103
BLUE,PIT BULL TERRIER,SICK,HEALTHY,FERTILE,TRANSFER,8.07,2.0,Pure,Young,Deny,Female,104
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,24.37,0.0,Pure,Adult,Deny,Male,105
WHITE,AMERICAN STAFFORDSHIRE TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,56.0,Mix,Young,Deny,Male,106
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,182.6,0.0,Pure,Senior,Deny,Male,107
GRAY,POODLE - MINIATURE,NORMAL,HEALTHY,ALTERED,ADOPTION,72.8,7.0,Pure,Adult,Take,Male,108
BLACK,LABRADOR RETRIEVER,SICK,HEALTHY,FERTILE,EUTH,0.03,-170.0,Pure,Baby,Deny,Male,109
BLACK,BOSTON TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,18.23,7.0,Pure,Young,Take,Female,110
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,RELEASED,85.2,1.0,Pure,Senior,Deny,Female,111
BROWN,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,27.53,112.0,Mix,Adult,Take,Male,112
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,3.0,170.0,Mix,Baby,Take,Male,113
BROWN,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,7.37,-172.0,Mix,Young,Take,Female,114
BLACK,PIT BULL TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,12.17,0.0,Pure,Young,Deny,Male,115
BLACK,LABRADOR RETRIEVER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,64.7,468.0,Pure,Adult,Deny,Male,116
TRICOLOR,BEAGLE,NORMAL,HEALTHY,FERTILE,TRANSFER,36.53,-225.0,Mix,Adult,Deny,Female,117
BLACK,CHOW CHOW,NORMAL,HEALTHY,FERTILE,TRANSPORT,0.2,81.0,Two,Baby,Deny,Male,118
YELLOW,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,60.87,-47.0,Two,Adult,Take,Female,119
BROWN,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,85.23,60.0,Mix,Senior,Deny,Female,120
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,8.17,187.0,Mix,Young,Deny,Male,121
TAN,YORKSHIRE TERRIER,NORMAL,HEALTHY,ALTERED,RELEASED,60.9,2.0,Pure,Adult,Deny,Male,122
BROWN,PIT BULL TERRIER,FEARFUL,HEALTHY,FERTILE,EUTH,12.2,-147.0,Two,Young,Deny,Male,123
TAN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,24.33,-142.0,Pure,Adult,Deny,Female,124
BROWN,POMERANIAN,NORMAL,HEALTHY,FERTILE,TRANSFER,3.67,0.0,Mix,Baby,Deny,Female,125
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,6.0,2.0,Pure,Baby,Deny,Male,126
BLACK,AMERICAN BULLDOG,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,12.37,79.0,Two,Young,Deny,Male,127
BLACK,MINIATURE PINSCHER,NORMAL,HEALTHY,ALTERED,ADOPTION,32.33,6.0,Pure,Adult,Take,Male,128
RED,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,18.2,10.0,Pure,Young,Deny,Male,129
BLACK,BORDER COLLIE,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,134.23,264.0,Pure,Senior,Deny,Male,130
WHITE,PIT BULL TERRIER,EMACIATED,HEALTHY,FERTILE,EUTH,24.33,15.0,Pure,Adult,Deny,Female,131
BLACK,BORDER COLLIE,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,206.97,0.0,Mix,Senior,Deny,Male,132
BROWN,PIT BULL TERRIER,SICK,HEALTHY,FERTILE,EUTH,12.17,0.0,Pure,Young,Deny,Male,133
CHOCOLATE,CHIHUAHUA - SMOOTH COATED,SICK,HEALTHY,FERTILE,EUTH,0.1,0.0,Mix,Baby,Deny,Male,134
BLACK,BLACK AND TAN COONOUND,SICK,HEALTHY,FERTILE,EUTH,24.33,6.0,Pure,Adult,Deny,Female,135
BLACK,ROTTWEILER,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,121.73,0.0,Pure,Senior,Deny,Male,136
TAN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,5.0,Pure,Young,Deny,Male,137
TAN,BOXER,INJURED,HEALTHY,ALTERED,TRANSFER,18.27,31.0,Two,Young,Deny,Female,138
TAN,BOXER,NORMAL,HEALTHY,FERTILE,TRANSFER,11.97,-21.0,Pure,Young,Deny,Female,139
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,ADOPTION,24.13,-103.0,Pure,Adult,Take,Male,140
BLACK,GERMAN SHEPHERD DOG,SICK,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,148.17,-1.0,Two,Senior,Deny,Male,141
BROWN,GERMAN SHEPHERD DOG,SICK,HEALTHY,FERTILE,DIED,2.3,1.0,Mix,Baby,Deny,Female,142
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,50.87,-87.0,Mix,Adult,Deny,Male,143
CHOCOLATE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,12.17,-52.0,Pure,Young,Deny,Male,144
WHITE,BORDER COLLIE,NORMAL,HEALTHY,ALTERED,ADOPTION,18.73,121.0,Mix,Young,Take,Female,145
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,61.07,17.0,Pure,Adult,Deny,Female,146
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,0.13,-83.0,Pure,Baby,Deny,Female,147
RED,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,-54.0,Mix,Young,Deny,Male,148
WHITE,POMERANIAN,SICK,HEALTHY,FERTILE,DIED,36.53,-1.0,Pure,Adult,Deny,Male,149
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,24.37,167.0,Pure,Adult,Deny,Female,150
TAN,COCKER SPANIEL,DEAD,HEALTHY,FERTILE,DISPOSAL,182.63,0.0,Pure,Senior,Deny,Male,151
BROWN,CHOW CHOW,NORMAL,HEALTHY,FERTILE,TRANSPORT,12.17,81.0,Two,Young,Deny,Female,152
BROWN,BOXER,NORMAL,HEALTHY,FERTILE,TRANSFER,36.53,127.0,Pure,Adult,Deny,Female,153
TAN,CAIRN TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,7.6,-41.0,Mix,Young,Deny,Male,154
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,RELEASED,0.23,0.0,Pure,Baby,Deny,Female,155
BROWN,BOXER,NORMAL,HEALTHY,ALTERED,ADOPTION,2.33,94.0,Two,Baby,Take,Male,156
BLACK,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,31.13,-202.0,Pure,Adult,Deny,Male,157
BLACK,TOY FOX TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,3.97,7.0,Mix,Baby,Deny,Female,158
BROWN BRINDLE,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,72.0,-227.0,Mix,Adult,Take,Male,159
WHITE,AMERICAN BULLDOG,NORMAL,HEALTHY,ALTERED,ADOPTION,10.1,135.0,Two,Young,Take,Female,160
TAN,PUG,NORMAL,HEALTHY,ALTERED,ADOPTION,36.53,35.0,Mix,Adult,Take,Male,161
BROWN,SIBERIAN HUSKY,NORMAL,HEALTHY,ALTERED,ADOPTION,18.33,-188.0,Pure,Young,Take,Female,162
BROWN BRINDLE,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,3.0,13.0,Mix,Baby,Deny,Male,163
WHITE,POINTER,NORMAL,HEALTHY,FERTILE,TRANSFER,12.17,-24.0,Mix,Young,Deny,Male,164
BLACK,BEAGLE,FEARFUL,HEALTHY,FERTILE,MISSING,36.53,1.0,Pure,Adult,Deny,Male,165
BLACK,AIREDALE TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,24.33,-92.0,Mix,Adult,Deny,Male,166
WHITE,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,TRANSFER,24.37,5.0,Mix,Adult,Deny,Male,167
BLUE,AMERICAN STAFFORDSHIRE TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,28.43,0.0,Pure,Adult,Deny,Male,168
TAN,CHOW CHOW,INJURED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,182.63,0.0,Mix,Senior,Deny,Female,169
FAWN,BOXER,NORMAL,HEALTHY,ALTERED,ADOPTION,12.2,328.0,Pure,Young,Take,Male,170
BLACK BRINDLE,GERMAN SHEPHERD DOG,INJURED,HEALTHY,FERTILE,EUTH,0.13,152.0,Mix,Baby,Deny,Male,171
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,36.5,0.0,Pure,Adult,Deny,Female,172
WHITE,BULL TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,6.1,152.0,Two,Young,Deny,Female,173
BLACK,DACHSHUND,PARVO,HEALTHY,FERTILE,EUTH,0.13,0.0,Pure,Baby,Deny,Female,174
BLACK,ROTTWEILER,NORMAL,HEALTHY,ALTERED,EUTH,121.73,69.0,Mix,Senior,Deny,Male,175
LIVER,WEIMARANER,NORMAL,HEALTHY,FERTILE,EUTH,12.03,-168.0,Mix,Young,Deny,Female,176
BLACK,ROTTWEILER,DEAD,HEALTHY,ALTERED,DISPOSAL,196.43,0.0,Mix,Senior,Deny,Female,177
BROWN,REDBONE COONHOUND,NORMAL,HEALTHY,ALTERED,RELEASED,60.93,34.0,Pure,Adult,Deny,Male,178
RED,CHOW CHOW,NORMAL,HEALTHY,FERTILE,EUTH,19.3,0.0,Mix,Young,Deny,Male,179
TAN,YORKSHIRE TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,36.53,5.0,Pure,Adult,Deny,Male,180
BLACK,BEAGLE,DEAD,HEALTHY,ALTERED,DISPOSAL,219.13,0.0,Mix,Senior,Deny,Female,181
BLUE MERLE,GREAT DANE,EMACIATED,HEALTHY,FERTILE,TRANSFER,36.53,8.0,Pure,Adult,Deny,Female,182
BROWN BRINDLE,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,RELEASED,5.1,2.0,Mix,Baby,Deny,Male,183
BROWN,PIT BULL TERRIER,NURSING,HEALTHY,UNKNOWN,TRANSFER,0.0,4.0,Mix,,Deny,Male,184
BROWN,BOXER,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,146.1,0.0,Pure,Senior,Deny,Male,185
BLACK,RAT TERRIER,OTHER,HEALTHY,FERTILE,TRANSFER,48.7,61.0,Two,Adult,Deny,Female,186
BLACK,SHIH TZU,SICK,HEALTHY,FERTILE,EUTH,133.93,0.0,Pure,Senior,Deny,Male,187
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,2.03,13.0,Mix,Baby,Deny,Male,188
TRICOLOR,GERMAN SHEPHERD DOG,OTHER,HEALTHY,ALTERED,TRANSFER,73.07,7.0,Pure,Adult,Deny,Male,189
BLACK,GREAT PYRENEES,DEAD,HEALTHY,FERTILE,DISPOSAL,11.87,58.0,Two,Young,Deny,Female,190
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,RELEASED,12.17,0.0,Pure,Young,Deny,Female,191
BLACK,BORDER COLLIE,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,85.23,282.0,Mix,Senior,Deny,Male,192
FAWN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,24.33,4.0,Mix,Adult,Deny,Female,193
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,RELEASED,12.97,0.0,Pure,Young,Deny,Female,194
BROWN,WELSH CORGI - PEMBROKE,NORMAL,HEALTHY,ALTERED,ADOPTION,24.2,52.0,Mix,Adult,Take,Male,195
TAN,BASSET HOUND,NORMAL,HEALTHY,ALTERED,ADOPTION,11.9,-31.0,Pure,Young,Take,Male,196
BLACK BRINDLE,AMERICAN BULLDOG,FEARFUL,HEALTHY,FERTILE,EUTH,9.17,2.0,Two,Young,Deny,Male,197
BLUE MERLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,DIED,0.0,-23.0,Pure,,Deny,Male,198
BROWN,BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,24.13,-41.0,Pure,Adult,Deny,Female,199
BLACK,LABRADOR RETRIEVER,PREGNANT,HEALTHY,FERTILE,TRANSFER,12.17,0.0,Two,Young,Deny,Female,200
BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,TRANSFER,109.57,0.0,Pure,Senior,Deny,Male,201
BLACK,ROTTWEILER,NORMAL,HEALTHY,FERTILE,ADOPTION,18.2,23.0,Two,Young,Take,Male,202
BLACK,LABRADOR RETRIEVER,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,143.63,-28.0,Mix,Senior,Deny,Female,203
BLACK,MANCHESTER TERRIER,FEARFUL,HEALTHY,FERTILE,EUTH,10.13,38.0,Pure,Young,Deny,Female,204
SABLE,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,EUTH,6.03,4.0,Mix,Young,Deny,Male,205
BLACK,ROTTWEILER,SICK,HEALTHY,FERTILE,EUTH,0.1,30.0,Mix,Baby,Deny,Male,206
WHITE,JACK RUSS TER,DEAD,HEALTHY,FERTILE,DISPOSAL,24.37,0.0,Pure,Adult,Deny,Male,207
CREAM,SIBERIAN HUSKY,AGGRESSIVE,UNHEALTHY/UNTREATABLE,ALTERED,RELEASED,36.5,0.0,Mix,Adult,Deny,Female,208
TAN,SHETLAND SHEEPDOG,NORMAL,HEALTHY,ALTERED,ADOPTION,41.63,12.0,Two,Adult,Take,Male,209
WHITE,BULL TERRIER,NORMAL,HEALTHY,FERTILE,RELEASED,10.13,0.0,Two,Young,Deny,Female,210
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,24.33,198.0,Mix,Adult,Deny,Female,211
BLACK,POODLE - TOY,NORMAL,HEALTHY,FERTILE,RELEASED,107.6,0.0,Pure,Senior,Deny,Male,212
TAN,WELSH CORGI - CARDIGAN,NORMAL,HEALTHY,ALTERED,ADOPTION,11.93,7.0,Mix,Young,Take,Female,213
BROWN,AKITA,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,48.5,0.0,Pure,Adult,Deny,Male,214
BROWN,DOBERMAN PINSCHER,NORMAL,HEALTHY,ALTERED,ADOPTION,-0.4,7.0,Mix,,Take,Female,215
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,0.23,0.0,Mix,Baby,Deny,Male,216
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,36.5,102.0,Pure,Adult,Deny,Male,217
WHITE,BASSET HOUND,NORMAL,HEALTHY,ALTERED,ADOPTION,7.1,-9.0,Pure,Young,Take,Male,218
BLACK,BLACK AND TAN COONOUND,SICK,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,30.47,0.0,Pure,Adult,Deny,Female,219
BROWN,COCKER SPANIEL,NORMAL,HEALTHY,ALTERED,ADOPTION,24.3,9.0,Pure,Adult,Take,Male,220
BLACK,TIBETAN TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,12.83,-21.0,Mix,Young,Take,Male,221
YELLOW,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,36.5,6.0,Two,Adult,Deny,Female,222
GOLD,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,RELEASED,97.53,6.0,Two,Senior,Deny,Male,223
WHITE,GERMAN SHEPHERD DOG,FEARFUL,HEALTHY,FERTILE,EUTH,42.37,0.0,Mix,Adult,Deny,Female,224
TAN,RAT TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,4.03,46.0,Two,Baby,Take,Female,225
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,0.1,6.0,Mix,Baby,Deny,Female,226
BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,48.47,-40.0,Two,Adult,Take,Male,227
BROWN,BORDER COLLIE,INJURED,HEALTHY,FERTILE,EUTH,71.83,0.0,Mix,Adult,Deny,Male,228
WHITE,AMERICAN PIT BULL TERRIER,DEAD,HEALTHY,FERTILE,EUTH,36.53,0.0,Pure,Adult,Deny,Female,229
TAN,SHETLAND SHEEPDOG,NORMAL,HEALTHY,ALTERED,TRANSFER,38.37,157.0,Two,Adult,Deny,Male,230
BROWN BRINDLE,PLOTT HOUND,NORMAL,HEALTHY,FERTILE,EUTH,12.17,62.0,Two,Young,Deny,Male,231
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,-172.0,Two,Young,Deny,Male,232
BLACK,LABRADOR RETRIEVER,AGED,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,194.8,-1.0,Pure,Senior,Deny,Male,233
BLACK,GERMAN SHEPHERD DOG,INJURED,HEALTHY,FERTILE,TRANSFER,109.57,244.0,Pure,Senior,Deny,Female,234
YELLOW,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,25.13,-30.0,Pure,Adult,Take,Male,235
CHOCOLATE,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,TRANSFER,18.3,11.0,Pure,Young,Deny,Male,236
BUFF,LABRADOR RETRIEVER,AGED,UNHEALTHY/UNTREATABLE,ALTERED,EUTH,182.63,0.0,Mix,Senior,Deny,Female,237
TAN,SWISS HOUND,NORMAL,HEALTHY,FERTILE,RELEASED,18.2,112.0,Two,Young,Deny,Male,238
TRICOLOR,JACK RUSS TER,INJURED,HEALTHY,FERTILE,EUTH,121.73,0.0,Mix,Senior,Deny,Female,239
BLACK,MINIATURE PINSCHER,NORMAL,HEALTHY,ALTERED,TRANSFER,68.33,274.0,Pure,Adult,Deny,Male,240
BLACK,CHIHUAHUA - SMOOTH COATED,DEAD,HEALTHY,ALTERED,DISPOSAL,109.57,3.0,Two,Senior,Deny,Male,241
BLACK,GERMAN SHEPHERD DOG,NURSING,HEALTHY,FERTILE,TRANSFER,1.4,4.0,Mix,Baby,Deny,Male,242
WHITE,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,12.17,36.0,Pure,Young,Deny,Male,243
BLACK,CHIHUAHUA - SMOOTH COATED,AGED,TREATABLE/MANAGEABLE,ALTERED,EUTH,231.33,0.0,Mix,Senior,Deny,Female,244
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,EUTH,60.87,4.0,Two,Adult,Deny,Female,245
BROWN,PIT BULL TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,12.17,127.0,Pure,Young,Deny,Male,246
TRICOLOR,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,44.83,59.0,Pure,Adult,Take,Male,247
BROWN,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,ALTERED,ADOPTION,7.77,13.0,Mix,Young,Take,Female,248
SABLE,GERMAN SHEPHERD DOG,DEAD,HEALTHY,ALTERED,DISPOSAL,146.3,0.0,Pure,Senior,Deny,Female,249
BLACK,DOBERMAN PINSCHER,DEAD,HEALTHY,FERTILE,DISPOSAL,48.7,0.0,Pure,Adult,Deny,Female,250
WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,UNKNOWN,DISPOSAL,12.17,153.0,Pure,Young,Deny,Male,251
TAN,YORKSHIRE TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,54.77,0.0,Mix,Adult,Deny,Female,252
GRAY,GERMAN SHEPHERD DOG,AGED,TREATABLE/MANAGEABLE,ALTERED,ADOPTION,85.2,-55.0,Mix,Senior,Take,Female,253
WHITE,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,EUTH,12.17,-108.0,Two,Young,Deny,Female,254
TRICOLOR,BEAGLE,NORMAL,HEALTHY,FERTILE,TRANSFER,24.33,-21.0,Pure,Adult,Deny,Male,255
WHITE,BRUSSELS GRIFFON,NORMAL,HEALTHY,FERTILE,TRANSFER,11.87,213.0,Mix,Young,Deny,Female,256
BLACK,YORKSHIRE TERRIER,OTHER,HEALTHY,FERTILE,TRANSFER,36.53,5.0,Pure,Adult,Deny,Female,257
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,3.83,21.0,Mix,Baby,Deny,Male,258
GRAY,AUSTRALIAN CATTLE DOG,NORMAL,HEALTHY,ALTERED,ADOPTION,36.53,276.0,Pure,Adult,Take,Female,259
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,EUTH,97.4,-259.0,Mix,Senior,Deny,Female,260
TAN,SHIBA INU,NORMAL,HEALTHY,ALTERED,ADOPTION,32.9,4.0,Mix,Adult,Take,Female,261
WHITE,BEAGLE,NORMAL,HEALTHY,ALTERED,RELEASED,12.2,1.0,Mix,Young,Deny,Male,262
WHITE,JACK RUSS TER,PARVO,HEALTHY,FERTILE,EUTH,12.17,0.0,Mix,Young,Deny,Female,263
BLACK,ROTTWEILER,NORMAL,HEALTHY,FERTILE,EUTH,5.0,4.0,Two,Baby,Deny,Female,264
GRAY,SCHNAUZER - MINIATURE,AGED,TREATABLE/MANAGEABLE,FERTILE,EUTH,219.17,0.0,Pure,Senior,Deny,Male,265
BLACK,LABRADOR RETRIEVER,FEARFUL,HEALTHY,ALTERED,EUTH,73.03,-86.0,Mix,Adult,Deny,Male,266
GOLD,GOLDEN RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,121.77,1.0,Pure,Senior,Deny,Male,267
BLACK,LABRADOR RETRIEVER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,EUTH,24.37,59.0,Mix,Adult,Deny,Male,268
WHITE,PIT BULL TERRIER,EMACIATED,HEALTHY,FERTILE,EUTH,60.87,303.0,Pure,Adult,Deny,Female,269
